order_id,order_item_id,existing_profit,calculated_profit,difference,existing_margin,calculated_margin,existing_roi,calculated_roi
114-5537189-7733816,7314,-706.02,-11.28,694.74,None,NULL,-108.68,-1.76
114-9043836-5068267,6211,-56.07,-46.38,9.69,-23.22,-19.21,-21.86,-18.79
111-0157472-9802678,9263,-1.27,0.00,1.27,-14.98,0.00,None,NULL
113-3330753-8142631,5677,-0.59,6.97,7.56,-2.71,31.97,-3.09,60.29
111-2165013-7109809,5699,-1047.29,-1029.33,17.96,-129.15,-126.94,-60.31,-59.89
111-4331506-3705850,8440,29.24,-8.52,-37.76,80.18,-19.86,404.43,NULL
113-7932142-8179467,8279,127.97,-53.75,-181.72,18.55,-6.62,22.77,-10.09
111-4376243-2709010,7966,52.07,0.00,-52.07,73.33,0.00,None,NULL
111-9890938-7949832,8228,-8.29,0.00,8.29,None,NULL,None,NULL
112-5895531-0325027,5696,-172.14,-165.65,6.49,-63.51,-61.11,-42.76,-41.83
112-4750678-6238639,7359,12.86,-18.80,-31.66,6.44,-9.41,7.89,-12.62
113-8369792-3504222,7351,-15.2,-6.62,8.58,0.0,NULL,-340.04,NULL
111-3107789-4465809,7364,19.12,-4.71,-23.83,None,-3.00,None,-4.12
111-1261729-6389002,8728,82.63,0.00,-82.63,79.16,0.00,None,NULL
114-7645314-9651412,8017,11.1,-13.17,-24.27,19.98,-20.15,24.97,-39.62
111-9972904-3514632,5668,-899.09,-840.04,59.05,-305.88,-285.79,-78.25,-77.08
111-8274361-6892203,7256,12.05,-1.70,-13.75,None,-3.81,None,-7.05
112-4552563-4637061,7531,18.5,-4.80,-23.30,11.57,-3.00,15.76,-4.09
114-6885642-0727460,10155,-8.48,0.00,8.48,None,NULL,None,NULL
114-0898455-0496220,1083,-10.51,-5.68,4.83,0.0,NULL,-235.12,NULL
113-5205861-5551457,8442,21.67,-11.51,-33.18,20.0,-9.03,25.0,-14.57
113-5316254-4227429,7293,12.66,-3.50,-16.16,None,-3.00,None,-4.04
113-2594123-0577009,8267,-9.1,-10.19,-1.09,-7.62,-8.54,-8.75,-9.80
112-2923148-6796216,8283,-72.61,-20.96,51.65,-43.69,-12.61,-36.69,-10.59
112-4161075-0160220,5708,102.95,0.00,-102.95,85.0,0.00,None,NULL
112-0347440-0890648,8181,15.29,-9.40,-24.69,23.93,-12.50,31.45,-22.67
114-4851172-9304227,10156,-8.48,0.00,8.48,None,NULL,None,NULL
112-5368245-3138669,8612,54.71,0.00,-54.71,62.28,0.00,None,NULL
114-8957641-7733043,5720,66.95,0.00,-66.95,None,0.00,None,NULL
114-9841779-6169068,10157,-8.48,0.00,8.48,None,NULL,None,NULL
111-8562281-9156201,8056,42.82,0.00,-42.82,17.0,0.00,25.01,0.00
112-4728120-9159419,5744,77.63,0.00,-77.63,None,0.00,None,NULL
111-6921661-2992252,975,-17.71,-10.47,7.24,0.0,NULL,-204.5,NULL
113-8441056-2326649,7113,-139.8,-31.68,108.12,None,NULL,-156.59,-35.48
112-0990786-7994667,7439,-8.46,-5.39,3.07,0.0,NULL,-183.12,NULL
113-8077977-5878640,8006,12.86,0.00,-12.86,19.68,0.00,38.69,0.00
113-3023810-1973038,5766,-338.97,-289.23,49.74,-89.63,-76.48,-51.33,-47.36
113-1994859-3077016,5769,-57.31,-48.74,8.57,-44.37,-37.74,-34.3,-30.74
112-1349491-3473004,5781,-3829.13,-3677.33,151.80,-654.7,-628.74,-88.51,-88.09
111-7634040-4137841,5709,146.85,0.00,-146.85,11.48,0.00,15.0,0.00
111-8046941-2875460,8063,5.16,-5.97,-11.13,44.03,-43.29,78.66,-597.00
114-3187484-9129813,8146,156.82,0.00,-156.82,84.06,0.00,None,NULL
113-2972767-5379419,8362,15.12,-11.01,-26.13,19.3,-11.94,23.91,-20.02
112-6431235-1124238,5662,-494.74,-476.40,18.34,-132.82,-127.90,-59.08,-58.16
112-2970905-7295434,5675,16.74,0.00,-16.74,13.23,0.00,18.8,0.00
114-8233355-8194617,5683,6.57,0.00,-6.57,15.28,0.00,21.91,0.00
113-5625239-9853054,7365,7.24,-1.65,-8.89,None,-3.00,None,-4.18
112-9953428-8849037,5734,-998.61,-985.37,13.24,-116.63,-115.08,-57.84,-57.52
112-2246083-9089833,5738,-117.89,-110.72,7.17,-46.57,-43.74,-35.59,-34.16
111-0072522-7975415,5741,-125.38,-116.40,8.98,-39.43,-36.61,-30.0,-28.46
111-3497455-7280260,7457,43.41,0.00,-43.41,None,0.00,None,NULL
111-2883634-7315453,7390,11.02,0.00,-11.02,None,0.00,None,0.00
111-0711220-9920230,5736,113.15,0.00,-113.15,85.0,0.00,None,NULL
112-6435401-1867442,7410,54.05,0.00,-54.05,None,0.00,None,0.00
113-3072383-0514602,7434,15.69,0.00,-15.69,None,0.00,None,0.00
112-2207153-5957807,7442,17.07,0.00,-17.07,None,0.00,None,0.00
112-6426562-7753021,8237,48.23,0.00,-48.23,77.79,0.00,None,NULL
113-4313236-9322666,5760,9.76,0.00,-9.76,8.25,0.00,10.96,0.00
112-7304840-6481844,9693,174.45,-9.60,-184.05,97.37,-4.72,3703.82,NULL
114-6260615-5313869,8235,7.95,0.00,-7.95,26.2,0.00,35.51,0.00
111-7270280-1409816,5775,-292.51,-276.51,16.00,-127.57,-120.59,-60.01,-58.66
114-1099668-5887412,5780,456.72,0.00,-456.72,81.95,0.00,1304.91,0.00
111-4178191-8313008,5802,-144.1,-132.35,11.75,-57.21,-52.55,-40.23,-38.20
114-8475448-0061836,5800,65.63,0.00,-65.63,None,0.00,None,NULL
113-0748027-4420267,8290,19.77,0.00,-19.77,20.0,0.00,25.0,0.00
113-6856150-7747461,7557,40.39,0.00,-40.39,None,0.00,None,NULL
113-8329553-6773049,8292,235.51,0.00,-235.51,82.11,0.00,None,NULL
111-8146013-3541813,7537,73.77,0.00,-73.77,None,0.00,None,NULL
114-4615457-5345836,5804,-151.82,-144.56,7.26,-50.52,-48.10,-37.28,-36.14
113-6703273-3191454,6610,-102.89,-3.35,99.54,None,NULL,-119.46,-3.89
113-2301235-4865844,5806,88.93,0.00,-88.93,None,0.00,None,NULL
113-4133574-6677067,8289,-968.79,0.00,968.79,-143.15,0.00,-62.74,0.00
114-2725976-3797809,7930,-8.29,0.00,8.29,None,NULL,None,NULL
114-0164021-7086600,5820,9.76,0.00,-9.76,8.25,0.00,10.96,0.00
112-0923578-8853807,5823,158.36,0.00,-158.36,84.04,0.00,1055.73,0.00
113-0625995-3000258,8241,29.45,-14.47,-43.92,21.95,-9.17,28.13,-15.23
113-9649682-6213039,5831,-38.5,-31.16,7.34,-26.37,-21.34,-23.68,-20.07
112-5652904-1785044,6002,146.85,0.00,-146.85,11.48,0.00,15.0,0.00
112-5593413-7552203,9520,9.35,0.00,-9.35,44.57,0.00,None,NULL
114-7921743-3665024,8207,47.39,0.00,-47.39,26.76,0.00,36.53,0.00
113-5644932-1242662,5808,-12327.5,-12175.69,151.81,-871.82,-861.08,-91.12,-91.02
114-5935165-5509856,5822,928.2,0.00,-928.20,None,0.00,None,NULL
114-9290269-4830628,7933,84.5,0.00,-84.50,85.0,0.00,None,NULL
114-7977588-8547423,5828,20.03,0.00,-20.03,28.01,0.00,49.17,0.00
113-2069341-3097048,7915,97.07,0.00,-97.07,85.0,0.00,None,NULL
111-2512141-2893827,5829,35.22,0.00,-35.22,26.89,0.00,46.26,0.00
114-6789928-7557068,5834,46.81,0.00,-46.81,None,0.00,None,NULL
112-4389394-6374660,926,119.37,0.00,-119.37,80.08,0.00,None,NULL
112-6849321-0936229,7257,11.67,-5.63,-17.30,23.1,-11.14,37.32,-20.73
113-0248956-5556222,7913,37.18,-10.91,-48.09,17.97,-5.27,25.43,-7.79
111-3049057-2030632,7323,-99.86,-92.52,7.34,-57.05,-52.86,-40.16,-38.34
113-6033686-1871465,7922,53.1,0.00,-53.10,18.15,0.00,26.55,0.00
112-0276175-5088207,5835,20.4,0.00,-20.40,None,0.00,None,NULL
114-9522063-7085031,5836,20.4,0.00,-20.40,None,0.00,None,NULL
113-7571443-6595425,5837,20.4,0.00,-20.40,None,0.00,None,NULL
114-5908574-0157063,5838,20.4,0.00,-20.40,None,0.00,None,NULL
114-8304178-9584236,5839,20.4,0.00,-20.40,None,0.00,None,NULL
114-8765725-2415430,5840,20.4,0.00,-20.40,None,0.00,None,NULL
114-8958631-7860204,5841,20.4,0.00,-20.40,None,0.00,None,NULL
113-1739690-0714607,5842,20.4,0.00,-20.40,None,0.00,None,NULL
114-5166450-8176219,5843,20.4,0.00,-20.40,None,0.00,None,NULL
111-6374761-8468200,5844,20.4,0.00,-20.40,None,0.00,None,NULL
114-0664260-1815417,5845,20.4,0.00,-20.40,None,0.00,None,NULL
112-2696761-0475448,7367,4.4,-9.00,-13.40,8.92,-18.25,11.73,-30.01
114-7024085-7197007,8057,63.36,0.00,-63.36,85.0,0.00,None,NULL
111-1022363-2782628,5852,81.6,0.00,-81.60,85.0,0.00,None,NULL
114-0813457-6290660,5853,40.8,0.00,-40.80,85.0,0.00,None,NULL
112-6148314-9741041,5855,102.0,0.00,-102.00,85.0,0.00,None,NULL
111-1839680-0573814,5856,63.15,0.00,-63.15,88.0,0.00,None,NULL
113-2827778-1369010,5846,20.4,0.00,-20.40,None,0.00,None,NULL
112-4038902-2125062,5849,20.4,0.00,-20.40,None,0.00,None,NULL
112-8352874-4801822,5850,20.4,0.00,-20.40,None,0.00,None,NULL
112-8446053-7757853,5851,20.4,0.00,-20.40,None,0.00,None,NULL
114-7257364-6632255,5863,20.4,0.00,-20.40,None,0.00,None,NULL
112-4038878-1301814,5854,20.4,0.00,-20.40,None,0.00,None,NULL
112-6729563-6525856,5857,20.4,0.00,-20.40,None,0.00,None,NULL
111-4763029-3869046,5858,61.2,0.00,-61.20,85.0,0.00,None,NULL
111-7263011-5109000,5867,126.3,0.00,-126.30,88.0,0.00,None,NULL
111-7264577-4152264,5859,31.57,0.00,-31.57,None,0.00,None,NULL
112-2171799-8890628,5860,20.4,0.00,-20.40,None,0.00,None,NULL
112-5630545-8402634,5861,20.4,0.00,-20.40,None,0.00,None,NULL
111-7501450-4849018,5864,31.57,0.00,-31.57,None,0.00,None,NULL
114-2011918-3006661,5865,31.57,0.00,-31.57,None,0.00,None,NULL
111-5053889-2410659,5866,31.57,0.00,-31.57,None,0.00,None,NULL
113-3803823-8609041,5868,31.57,0.00,-31.57,None,0.00,None,NULL
114-1222982-3559443,5869,20.4,0.00,-20.40,None,0.00,None,NULL
113-5464355-4416239,5870,386.58,0.00,-386.58,None,0.00,None,NULL
113-8051040-7325054,5872,20.4,0.00,-20.40,None,0.00,None,NULL
112-7465324-6602640,8153,-7.0,0.00,7.00,None,NULL,None,NULL
111-0912328-1369828,7441,7.83,-1.53,-9.36,None,-3.01,None,-4.32
113-8058559-8574659,5873,134.6,0.00,-134.60,88.0,0.00,None,NULL
113-0774796-3933816,5875,102.0,0.00,-102.00,85.0,0.00,None,NULL
113-2206031-1066633,5879,264.99,0.00,-264.99,85.0,0.00,None,NULL
113-1519404-8913866,5880,86.57,0.00,-86.57,88.0,0.00,None,NULL
113-2876069-3596229,5881,78.13,0.00,-78.13,88.0,0.00,None,NULL
114-8039823-3787407,5874,116.15,0.00,-116.15,None,0.00,None,NULL
114-5081800-8077056,7983,15.25,-9.02,-24.27,23.34,-13.80,37.84,-27.14
114-0149397-1088270,6517,-232.43,-18.49,213.94,None,NULL,-124.25,-9.88
113-6930227-9573009,7343,-60.12,-2.13,57.99,None,NULL,-121.53,-4.31
112-3204432-1813806,8178,-7.34,0.00,7.34,None,NULL,None,NULL
111-7524263-9587417,5882,20.4,0.00,-20.40,None,0.00,None,NULL
112-2231376-3797818,8454,21.93,0.00,-21.93,20.01,0.00,25.01,0.00
111-6257178-7914655,7540,20.04,0.00,-20.04,None,0.00,None,0.00
112-9007550-0828258,6543,76.7,0.00,-76.70,92.0,0.00,None,NULL
113-2859141-1172201,6904,-41.95,-1.44,40.51,None,NULL,-120.65,-4.14
113-5466675-2226636,8613,63.37,-13.54,-76.91,30.7,-5.58,44.3,-9.90
111-3287779-8988243,8623,114.05,-24.63,-138.68,31.15,-5.72,45.24,-10.25
114-9091091-2591455,8150,-25.17,0.00,25.17,None,NULL,None,NULL
113-9800999-5143407,8035,63.61,0.00,-63.61,75.2,0.00,767.31,NULL
113-5623271-5360261,5883,32.73,0.00,-32.73,None,0.00,None,NULL
111-8377263-2371443,5884,32.73,0.00,-32.73,None,0.00,None,NULL
114-7740575-5720210,5885,32.73,0.00,-32.73,None,0.00,None,NULL
112-5063274-5181059,8743,5.7,0.00,-5.70,8.18,0.00,8.91,0.00
112-7970957-9658631,7894,89.76,0.00,-89.76,77.17,0.00,None,NULL
113-8571873-4522601,7919,559.18,0.00,-559.18,88.0,0.00,None,NULL
114-2690391-7103468,9277,11.85,0.00,-11.85,8.47,0.00,9.25,0.00
114-5240364-7507401,5887,65.45,0.00,-65.45,87.99,0.00,None,NULL
113-5353504-1184254,8519,22.96,0.00,-22.96,20.0,0.00,25.0,0.00
114-5441409-9303404,5886,32.73,0.00,-32.73,None,0.00,None,NULL
111-9804818-6284207,6267,18.22,0.00,-18.22,None,0.00,None,NULL
113-8028868-3561044,8456,16.54,-9.59,-26.13,21.11,-10.40,26.76,-17.44
113-6555106-7253012,6298,32.16,0.00,-32.16,17.87,0.00,27.02,0.00
114-1187817-9463448,6301,5.4,0.00,-5.40,11.09,0.00,15.0,0.00
111-2598910-5453858,9644,49.39,-13.58,-62.97,39.84,-9.18,66.22,-20.64
113-6611027-0396226,7240,-27.62,-5.92,21.70,None,NULL,-150.19,-32.19
112-9241753-2643445,8457,16.54,-9.59,-26.13,21.11,-10.40,26.76,-17.44
113-8220544-9696265,7027,-82.51,-7.09,75.42,None,NULL,-114.66,-9.85
113-6375889-5731408,8625,218.48,0.00,-218.48,85.05,0.00,None,NULL
114-6609839-3504244,6277,24.26,0.00,-24.26,None,0.00,None,NULL
114-6637408-7446629,8628,11.25,-10.54,-21.79,17.29,-13.77,20.91,-23.13
113-0052145-5327433,5888,739.41,0.00,-739.41,85.0,0.00,None,NULL
113-6285755-0419457,8298,15.21,0.00,-15.21,32.59,0.00,48.35,0.00
114-4417148-5602624,5924,-1666.2,-1632.32,33.88,-229.93,-225.26,-73.01,-72.60
112-4118010-7286649,5904,250.83,0.00,-250.83,None,0.00,None,NULL
113-0169428-3348232,8198,-103.94,0.00,103.94,None,NULL,None,NULL
112-6645899-0914637,8524,18.12,-8.59,-26.71,26.19,-10.55,35.49,-19.13
112-9727154-3061026,9275,108.7,0.00,-108.70,78.2,0.00,None,NULL
113-6462593-4185001,5921,32.87,0.00,-32.87,10.96,0.00,13.53,0.00
111-1832389-3665865,5922,-1535.15,-1182.35,352.80,-178.52,-137.50,-67.74,-61.80
114-3518851-6721009,9385,35.49,0.00,-35.49,71.02,0.00,None,NULL
112-2252260-6058618,5930,-322.94,-314.94,8.00,-57.72,-56.29,-38.88,-38.28
113-7166851-8201040,5931,-108.94,-101.51,7.43,-45.01,-41.94,-32.85,-31.31
112-3226358-8686602,6300,49.86,0.00,-49.86,17.5,0.00,23.49,0.00
113-7252590-6474621,5913,75.18,0.00,-75.18,75.2,0.00,767.14,0.00
113-8364079-2518660,8749,15.0,0.00,-15.00,84.99,0.00,None,NULL
111-4003111-6115448,8238,84.83,0.00,-84.83,75.72,0.00,None,NULL
111-4046542-3134647,7164,-48.67,-0.91,47.76,None,NULL,-110.34,-2.06
113-4901441-2868264,5953,8.82,0.00,-8.82,18.01,0.00,26.89,0.00
111-5385234-9051418,8226,898.59,0.00,-898.59,84.81,0.00,None,NULL
114-4134345-4099465,5956,-59.48,-52.05,7.43,-42.49,-37.18,-33.33,-30.43
111-9867257-6591401,5969,1.57,0.00,-1.57,1.43,0.00,1.7,0.00
113-1549638-4157856,8047,46.1,0.00,-46.10,70.54,0.00,None,NULL
113-5831259-3439416,5934,-1.11,0.00,1.11,-1.8,0.00,-2.07,0.00
112-5909982-0771429,5936,-85.28,-73.17,12.11,-53.25,-45.69,-38.52,-34.96
113-8306801-8231402,9936,27.13,0.00,-27.13,69.12,0.00,None,NULL
114-3259594-1245031,8856,11.99,-13.13,-25.12,11.33,-10.54,12.77,-15.54
113-3283271-1773021,5943,323.19,0.00,-323.19,None,0.00,None,NULL
112-8659073-8819431,8159,-57.8,0.00,57.80,None,NULL,None,NULL
114-5143512-4645854,8943,-36.77,-10.32,26.45,-40.07,-11.25,-34.3,-9.63
114-1365379-3187405,8753,29.75,-1.05,-30.80,85.0,-3.00,None,NULL
111-8742482-7804251,8303,-7.66,0.00,7.66,-29.17,0.00,-22.58,0.00
112-6526700-4202666,8379,50.98,-12.51,-63.49,38.1,-7.95,61.54,-16.67
111-0569002-1097003,5961,135.81,0.00,-135.81,None,0.00,None,NULL
114-6612799-1212257,8637,-36.85,0.00,36.85,None,NULL,None,NULL
114-3997821-9554628,5962,37.91,0.00,-37.91,13.63,0.00,17.97,0.00
114-3270711-6825047,9723,-10.63,0.00,10.63,None,NULL,None,NULL
114-0997992-6627455,5974,54.99,0.00,-54.99,None,0.00,None,NULL
114-8062517-1123445,972,4.7,-10.21,-14.91,4.15,-9.02,4.73,-11.22
114-5791306-5822645,8857,16.83,0.00,-16.83,18.28,0.00,22.37,0.00
113-8081439-6641058,8532,13.32,0.00,-13.32,24.33,0.00,32.15,0.00
112-3689506-2186649,6054,-207.05,-145.07,61.98,-48.19,-33.76,-36.18,-28.43
112-3671114-7681040,5973,-382.76,-346.13,36.63,-182.86,-165.36,-68.27,-66.05
114-6360110-8894626,8842,23.48,0.00,-23.48,34.15,0.00,51.86,0.00
112-0730374-3225001,8305,31.35,-10.98,-42.33,32.62,-9.71,48.41,-19.21
111-3442221-0957065,6636,-291.9,-283.33,8.57,-51.14,-49.64,-37.56,-36.87
113-3854551-0558655,8369,38.51,0.00,-38.51,90.36,0.00,936.98,NULL
113-5704121-9981864,6076,36.26,0.00,-36.26,12.03,0.00,16.48,0.00
114-9123694-1820261,6077,-27.01,-22.58,4.43,-20.54,-17.17,-19.46,-16.81
112-0874910-9005807,8948,4.03,-9.81,-13.84,9.06,-18.75,9.97,-30.48
112-0013019-1801876,8382,101.91,0.00,-101.91,79.04,0.00,None,NULL
111-2342361-0649051,6087,10.81,0.00,-10.81,9.17,0.00,12.09,0.00
114-9608357-8531462,9832,-10.63,0.00,10.63,None,NULL,None,NULL
111-3971234-7961039,9347,258.5,-11.80,-270.30,98.24,-3.95,5595.24,NULL
112-6682109-3919425,8540,41.37,0.00,-41.37,89.95,0.00,895.45,NULL
111-2709487-2403423,8263,13.05,-10.34,-23.39,30.1,-20.27,43.07,-48.12
114-7591773-2867410,8862,74.4,0.00,-74.40,69.75,0.00,None,NULL
111-6691365-4325827,6123,-291.38,-283.07,8.31,-51.05,-49.59,-37.52,-36.85
113-1908855-7367455,6150,404.02,0.00,-404.02,31.88,0.00,60.0,0.00
113-1522195-5457807,6066,-209.46,-147.48,61.98,-48.75,-34.33,-36.45,-28.77
111-4954358-5080205,6133,-31.7,-23.70,8.00,-25.51,-19.07,-23.08,-18.32
112-3332427-0344262,6165,20.48,0.00,-20.48,32.37,0.00,61.52,0.00
113-3187863-4166600,6009,2.21,0.00,-2.21,3.11,0.00,3.79,0.00
113-4936152-9597808,6011,-66.49,-59.32,7.17,-33.78,-30.13,-28.44,-26.17
111-5816582-0126668,8543,108.73,0.00,-108.73,75.56,0.00,309.16,NULL
113-2601004-1691427,6013,2.55,0.00,-2.55,3.58,0.00,4.4,0.00
113-3737359-8574637,9545,170.5,-9.40,-179.90,97.36,-4.72,3690.48,NULL
114-2706343-9566601,6016,4.26,0.00,-4.26,7.7,0.00,9.96,0.00
114-0928368-1333021,6017,-67.96,-62.81,5.15,-36.49,-33.73,-30.04,-28.41
112-0686923-3072242,9167,361.08,0.00,-361.08,85.98,0.00,None,NULL
113-9127060-3805817,1015,10.9,-7.40,-18.30,14.94,-10.14,19.39,-14.81
111-8839532-2029035,8544,7.41,0.00,-7.41,15.25,0.00,17.99,0.00
111-7241322-9502649,6039,-10909.49,-10643.18,266.31,-537.65,-524.53,-85.93,-85.63
112-9648321-7942600,6040,371.34,0.00,-371.34,88.0,0.00,None,NULL
112-5873330-6734653,6044,-68.9,-63.28,5.62,-37.0,-33.98,-30.33,-28.56
113-0712170-2982622,6050,-1472.46,-1333.71,138.75,-314.35,-284.73,-78.72,-77.01
114-1849728-3337821,6057,12.0,0.00,-12.00,25.55,0.00,40.91,0.00
113-6012924-4473006,9351,90.74,0.00,-90.74,76.25,0.00,None,NULL
111-2547044-5678633,6061,301.6,0.00,-301.60,89.91,0.00,None,NULL
111-6876354-4937012,6071,191.39,0.00,-191.39,None,0.00,None,NULL
114-9334281-3261852,6274,24.26,0.00,-24.26,None,0.00,None,NULL
114-9526668-3967436,6208,8.53,0.00,-8.53,17.07,0.00,25.13,0.00
113-6551208-1994632,6084,-537.29,-524.85,12.44,-96.87,-94.62,-52.4,-51.81
112-3119472-6151438,8389,-5.32,0.00,5.32,None,NULL,None,NULL
112-1053484-6602610,6089,71.25,0.00,-71.25,None,0.00,None,NULL
114-1025101-4203438,6103,217.49,0.00,-217.49,None,0.00,None,NULL
114-5566528-9221843,6108,94.84,0.00,-94.84,None,0.00,None,NULL
112-0971330-8652208,6115,81.69,0.00,-81.69,None,0.00,None,NULL
112-7794031-7621015,6118,346.15,0.00,-346.15,None,0.00,None,NULL
112-5823370-9783402,8390,38.51,0.00,-38.51,73.69,0.00,None,NULL
113-5513394-9694638,6116,163.39,0.00,-163.39,85.0,0.00,None,NULL
113-4866789-8361044,6275,18.22,0.00,-18.22,None,0.00,None,NULL
113-7131032-5505819,6129,67.92,0.00,-67.92,None,0.00,None,NULL
114-6560050-9162611,6276,18.22,0.00,-18.22,None,0.00,None,NULL
111-2025469-5701042,6180,13.84,0.00,-13.84,None,0.00,None,NULL
111-9851145-2790647,6181,13.84,0.00,-13.84,None,0.00,None,NULL
112-7009440-8400231,6227,18.22,0.00,-18.22,None,0.00,None,NULL
113-7249965-1080215,6146,-1278.16,0.00,1278.16,-138.25,0.00,-61.93,0.00
111-7352221-3030659,6152,-3781.86,-3667.11,114.75,-311.53,-302.07,-78.56,-78.04
111-9434679-0925069,8391,54.01,0.00,-54.01,74.83,0.00,None,NULL
112-9257704-4159457,8475,14.21,-5.32,-19.53,32.99,-11.36,49.24,-21.90
112-8630201-5538607,6187,25.51,0.00,-25.51,None,0.00,None,NULL
112-5626260-7241013,6188,25.51,0.00,-25.51,None,0.00,None,NULL
113-8954958-6458664,6190,25.51,0.00,-25.51,None,0.00,None,NULL
112-5466648-1924268,8476,15.77,-11.66,-27.43,17.53,-11.41,21.26,-17.95
112-0218390-7443400,6191,25.51,0.00,-25.51,None,0.00,None,NULL
111-1823708-8142669,6192,25.51,0.00,-25.51,None,0.00,None,NULL
114-8632331-8271448,6157,-82191.75,-76374.96,5816.79,-2858.84,-2656.52,-97.11,-96.90
112-3000220-0417067,6189,127.54,0.00,-127.54,85.0,0.00,None,NULL
114-6066700-9813868,6193,25.51,0.00,-25.51,None,0.00,None,NULL
111-5521006-5900257,6194,51.02,0.00,-51.02,85.0,0.00,None,NULL
111-0075487-7262622,6195,25.51,0.00,-25.51,None,0.00,None,NULL
114-9229600-9517067,6200,25.51,0.00,-25.51,None,0.00,None,NULL
112-8359912-7137015,6201,30.42,0.00,-30.42,None,0.00,None,NULL
113-1527271-4657814,6203,25.51,0.00,-25.51,None,0.00,None,NULL
111-9470295-0722637,8961,5.14,-5.30,-10.44,15.59,-13.66,18.46,-22.36
112-9886186-6060202,8195,-7.34,0.00,7.34,None,NULL,None,NULL
114-1668821-9072208,6204,25.51,0.00,-25.51,None,0.00,None,NULL
114-7342642-2320248,6205,25.51,0.00,-25.51,None,0.00,None,NULL
114-8464512-3267456,6206,25.51,0.00,-25.51,None,0.00,None,NULL
112-2776523-4268209,6202,51.02,0.00,-51.02,85.0,0.00,None,NULL
111-5671710-4732261,6212,601.81,0.00,-601.81,None,0.00,None,NULL
112-7575930-0898637,6213,1.35,0.00,-1.35,None,0.00,None,NULL
114-4289855-2425862,6207,76.53,0.00,-76.53,85.0,0.00,None,NULL
113-9698407-7529843,9174,748.53,0.00,-748.53,87.12,0.00,None,NULL
112-8249593-4133014,6214,1.35,0.00,-1.35,None,0.00,None,NULL
112-7619956-3633811,6215,1.35,0.00,-1.35,None,0.00,None,NULL
113-1971454-6245036,6216,1.35,0.00,-1.35,None,0.00,None,NULL
111-3498033-6052267,6217,1.35,0.00,-1.35,None,0.00,None,NULL
112-9377418-2497863,6245,14.5,0.00,-14.50,None,0.00,None,NULL
114-8886333-1302652,6219,1.35,0.00,-1.35,None,0.00,None,NULL
112-3394981-8150629,6220,1.35,0.00,-1.35,None,0.00,None,NULL
113-5921701-2892267,6222,1.35,0.00,-1.35,None,0.00,None,NULL
113-5502628-9614653,6223,1.35,0.00,-1.35,None,0.00,None,NULL
111-8162440-8013013,6224,1.35,0.00,-1.35,None,0.00,None,NULL
112-9743363-2829828,6218,29.04,0.00,-29.04,88.0,0.00,None,NULL
113-8520871-5271407,6226,1.35,0.00,-1.35,None,0.00,None,NULL
112-4838912-0550629,6229,18.22,0.00,-18.22,None,0.00,None,NULL
113-5530996-1904209,6230,18.22,0.00,-18.22,None,0.00,None,NULL
114-1197170-5881826,6231,18.22,0.00,-18.22,None,0.00,None,NULL
112-0894087-0624267,6232,18.22,0.00,-18.22,None,0.00,None,NULL
112-6421150-2205050,6233,18.22,0.00,-18.22,None,0.00,None,NULL
112-2823338-9366620,6234,14.5,0.00,-14.50,None,0.00,None,NULL
112-5380308-0059438,6235,14.5,0.00,-14.50,None,0.00,None,NULL
111-7731201-9963421,6236,14.5,0.00,-14.50,None,0.00,None,NULL
112-9303803-4318652,6237,14.5,0.00,-14.50,None,0.00,None,NULL
113-3162301-0982625,6238,14.5,0.00,-14.50,None,0.00,None,NULL
111-6599315-9967464,9063,11.32,-10.94,-22.26,12.74,-10.84,14.6,-15.86
113-7488048-2485018,6239,14.5,0.00,-14.50,None,0.00,None,NULL
114-4092256-5587430,6240,14.5,0.00,-14.50,None,0.00,None,NULL
114-0079055-0321042,6241,14.5,0.00,-14.50,None,0.00,None,NULL
111-2765887-3987468,6242,14.5,0.00,-14.50,None,0.00,None,NULL
111-9390005-4711427,6243,14.5,0.00,-14.50,None,0.00,None,NULL
111-2348024-3764229,6247,14.5,0.00,-14.50,None,0.00,None,NULL
112-9034046-4194612,6248,14.5,0.00,-14.50,None,0.00,None,NULL
114-0103859-5384261,6249,14.5,0.00,-14.50,None,0.00,None,NULL
112-6339120-3336238,6250,14.5,0.00,-14.50,None,0.00,None,NULL
113-5075901-0030635,6251,14.5,0.00,-14.50,None,0.00,None,NULL
114-8223186-0101859,8958,0.23,-10.01,-10.24,0.68,-25.01,0.68,-40.06
114-6737306-6842633,6577,9.61,0.00,-9.61,None,0.00,None,0.00
111-5551722-1913050,8559,23.23,0.00,-23.23,25.85,0.00,34.87,0.00
112-6257281-6071435,6252,14.5,0.00,-14.50,None,0.00,None,NULL
112-6227127-4889809,6253,14.5,0.00,-14.50,None,0.00,None,NULL
114-1040795-8461053,6254,14.5,0.00,-14.50,None,0.00,None,NULL
113-4985134-1445842,6255,14.5,0.00,-14.50,None,0.00,None,NULL
111-1530536-5221824,6256,14.5,0.00,-14.50,None,0.00,None,NULL
114-4604918-9241839,6151,80.8,0.00,-80.80,31.87,0.00,60.0,0.00
113-1712070-1597069,6257,14.5,0.00,-14.50,None,0.00,None,NULL
113-0503987-8801806,9067,19.75,-10.68,-30.43,22.06,-10.50,28.31,-17.36
